Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"646040000";"519100";"3280";"1120.8"
"647120000";"519100";"3280";"1122.8"
"648200000";"519100";"3280";"1124.7"
"649280000";"519100";"3280";"1126.7"
"650614000";"519100";"3280";"1129.1"
"651694000";"519100";"3280";"1130.6"
"652774000";"519100";"3280";"1132.6"
"653854000";"519100";"3280";"1134.6"
"654939000";"519100";"3280";"1136.1"
"656274000";"519100";"3280";"1138.5"
"657354000";"519100";"3280";"1140.5"
"658434000";"519100";"3280";"1142.4"
"659513000";"519100";"3281";"1144.4"
"660592000";"519100";"3280";"1146.0"
"661933000";"519100";"3280";"1148.3"
"663012000";"519100";"3280";"1150.3"
"664092000";"519100";"3280";"1151.9"
"665177000";"519100";"3280";"1153.8"
"666257000";"519100";"3280";"1155.8"
"667591000";"519100";"3280";"1158.2"
"668671000";"519100";"3280";"1159.7"
"669751000";"519100";"3280";"1161.7"
"670830000";"523300";"3280";"1163.7"
"671910000";"523300";"3280";"1165.6"
"673245000";"523300";"3280";"1167.6"
"674326000";"523300";"3280";"1169.5"
"675411000";"523300";"3280";"1171.5"
"676491000";"523300";"3280";"1173.5"
"677570000";"523300";"3280";"1175.1"
"678905000";"523300";"3280";"1177.4"
"679983000";"523300";"3280";"1179.4"
"681063000";"523300";"3280";"1181.4"
"682142000";"523300";"3280";"1182.9"
"683222000";"523300";"3280";"1184.9"
"684558000";"523300";"3280";"1187.2"
"685643000";"523300";"3280";"1189.2"
"686723000";"523300";"3280";"1190.8"
"687802000";"523300";"3280";"1192.7"
"688882000";"523300";"3280";"1194.7"
"690217000";"523300";"3280";"1197.1"
"691296000";"523300";"3280";"1198.6"
"692377000";"523300";"3280";"1200.6"
"693456000";"523300";"3280";"1202.6"
"694536000";"523300";"3280";"1204.5"
"695877000";"523300";"3280";"1206.5"
"696957000";"523300";"3280";"1208.5"
"698036000";"523300";"3280";"1210.4"
"699117000";"523300";"3280";"1212.4"
"700196000";"523400";"3280";"1214.4"
"701531000";"523400";"3280";"1216.3"
"702611000";"523400";"3280";"1218.3"
"703696000";"523400";"3280";"1220.3"
"704781000";"523400";"3280";"1221.8"
"705861000";"523400";"3280";"1223.8"
"707196000";"523400";"3280";"1226.2"
"708276000";"523400";"3280";"1228.1"
"709355000";"523400";"3280";"1230.1"
"710436000";"523400";"3280";"1231.7"
"711515000";"523400";"3280";"1233.6"
"712850000";"523400";"3280";"1236.0"
